,mun_name,mun_code,account_type,label,total_amount,Province
2013,Thaba Chweu,MP321,AUDA,Total By Customer Group,61660689,Mpumalanga
2013,Mbombela,MP322,AUDA,Total By Income Source,431807262,Mpumalanga
2013,Mbombela,MP322,AUDA,Total By Customer Group,431807266,Mpumalanga
2013,Umjindi,MP323,AUDA,Total By Income Source,75788654,Mpumalanga
2013,Umjindi,MP323,AUDA,Total By Customer Group,75788654,Mpumalanga
2013,Nkomazi,MP324,AUDA,Total By Income Source,48328843,Mpumalanga
2013,Nkomazi,MP324,AUDA,Total By Customer Group,48328843,Mpumalanga
2013,Bushbuckridge,MP325,AUDA,Total By Income Source,1003801845,Mpumalanga
2013,Bushbuckridge,MP325,AUDA,Total By Customer Group,1003801845,Mpumalanga
2013,Nama Khoi,NC062,AUDA,Total By Income Source,49370278,Mpumalanga
2013,Nama Khoi,NC062,AUDA,Total By Customer Group,49370278,Mpumalanga
2013,Kamiesberg,NC064,AUDA,Total By Income Source,28949436,Northern Cape
2013,Kamiesberg,NC064,AUDA,Total By Customer Group,28949436,Northern Cape
2013,Hantam,NC065,AUDA,Total By Income Source,30720621,Northern Cape
2013,Hantam,NC065,AUDA,Total By Customer Group,30720621,Northern Cape
2013,Karoo Hoogland,NC066,AUDA,Total By Income Source,17089113,Northern Cape
2013,Karoo Hoogland,NC066,AUDA,Total By Customer Group,17089113,Northern Cape
2013,Khâi-Ma,NC067,AUDA,Total By Income Source,19147543,Northern Cape
2013,Khâi-Ma,NC067,AUDA,Total By Customer Group,19147543,Northern Cape
2013,Ubuntu,NC071,AUDA,Total By Income Source,35712077,Northern Cape
2013,Ubuntu,NC071,AUDA,Total By Customer Group,35712077,Northern Cape
2013,Emthanjeni,NC073,AUDA,Total By Income Source,52320139,Northern Cape
2013,Emthanjeni,NC073,AUDA,Total By Customer Group,52320139,Northern Cape
2013,Kareeberg,NC074,AUDA,Total By Income Source,4557768,Northern Cape
2013,Kareeberg,NC074,AUDA,Total By Customer Group,4557766,Northern Cape
2013,Thembelihle,NC076,AUDA,Total By Income Source,1192529,Northern Cape
2013,Thembelihle,NC076,AUDA,Total By Customer Group,1192529,Northern Cape
2013,Siyancuma,NC078,AUDA,Total By Income Source,65711408,Northern Cape
2013,Siyancuma,NC078,AUDA,Total By Customer Group,65711408,Northern Cape
2013,Mier,NC081,AUDA,Total By Income Source,22673951,Northern Cape
2013,Mier,NC081,AUDA,Total By Customer Group,22673951,Northern Cape
2013,//Khara Hais,NC083,AUDA,Total By Income Source,42622586,Northern Cape
2013,//Khara Hais,NC083,AUDA,Total By Customer Group,42622586,Northern Cape
2013,!Kheis,NC084,AUDA,Total By Income Source,32095384,Northern Cape
2013,!Kheis,NC084,AUDA,Total By Customer Group,32095384,Northern Cape
2013,Tsantsabane,NC085,AUDA,Total By Income Source,93048836,Northern Cape
2013,Tsantsabane,NC085,AUDA,Total By Customer Group,93048836,Northern Cape
2013,Kgatelopele,NC086,AUDA,Total By Income Source,29284718,Northern Cape
2013,Kgatelopele,NC086,AUDA,Total By Customer Group,29284718,Northern Cape
2013,Sol Plaatjie,NC091,AUDA,Total By Income Source,792236481,Northern Cape
2013,Sol Plaatjie,NC091,AUDA,Total By Customer Group,792236481,Northern Cape
2013,Magareng,NC093,AUDA,Total By Income Source,4614552,Northern Cape
2013,Magareng,NC093,AUDA,Total By Customer Group,4614552,Northern Cape
2013,Joe Morolong,NC451,AUDA,Total By Income Source,128416433,Northern Cape
2013,Joe Morolong,NC451,AUDA,Total By Customer Group,128416433,Northern Cape
2013,Ga-Segonyana,NC452,AUDA,Total By Income Source,15465161,Northern Cape
2013,Ga-Segonyana,NC452,AUDA,Total By Customer Group,15465161,Northern Cape
2013,Nelson Mandela Bay,NMA,AUDA,Total By Income Source,2197406675,Northern Cape
2013,Nelson Mandela Bay,NMA,AUDA,Total By Customer Group,2197406675,Northern Cape
2013,Moretele,NW371,AUDA,Total By Income Source,14781634,Eastern Cape
2013,Moretele,NW371,AUDA,Total By Customer Group,14781634,Eastern Cape
2013,Local Municipality of Madibeng,NW372,AUDA,Total By Income Source,41158804,North West
2013,Local Municipality of Madibeng,NW372,AUDA,Total By Customer Group,41158804,North West
2013,Rustenburg,NW373,AUDA,Total By Income Source,1810523982,North West
2013,Rustenburg,NW373,AUDA,Total By Customer Group,1810523983,North West
2013,Kgetlengrivier,NW374,AUDA,Total By Income Source,81312030,North West
2013,Kgetlengrivier,NW374,AUDA,Total By Customer Group,81312030,North West
2013,Tswaing,NW382,AUDA,Total By Income Source,167290587,North West
2013,Tswaing,NW382,AUDA,Total By Customer Group,167290587,North West
2013,Mafikeng,NW383,AUDA,Total By Income Source,92576515,North West
2013,Mafikeng,NW383,AUDA,Total By Customer Group,92576515,North West
2013,Ditsobotla,NW384,AUDA,Total By Income Source,309537398,North West
2013,Ditsobotla,NW384,AUDA,Total By Customer Group,309537398,North West
2013,Ramotshere Moiloa,NW385,AUDA,Total By Income Source,121349895,North West
2013,Ramotshere Moiloa,NW385,AUDA,Total By Customer Group,121349895,North West
2013,Naledi,NW392,AUDA,Total By Income Source,200270838,North West
2013,Naledi,NW392,AUDA,Total By Customer Group,200270837,North West
2013,Greater Taung,NW394,AUDA,Total By Income Source,26550250,North West
2013,Greater Taung,NW394,AUDA,Total By Customer Group,26550250,North West
2013,Kagisano/Molopo,NW397,AUDA,Total By Income Source,7629217,North West
2013,Kagisano/Molopo,NW397,AUDA,Total By Customer Group,7629217,North West
2013,Ventersdorp,NW401,AUDA,Total By Income Source,45773120,North West
2013,Ventersdorp,NW401,AUDA,Total By Customer Group,45773120,North West
2013,City of Matlosana,NW403,AUDA,Total By Income Source,997139838,North West
2013,City of Matlosana,NW403,AUDA,Total By Customer Group,997139838,North West
2013,Maquassi Hills,NW404,AUDA,Total By Income Source,360385303,North West
2013,Maquassi Hills,NW404,AUDA,Total By Customer Group,360385303,North West
2013,City of Tshwane,TSH,AUDA,Total By Income Source,7111429701,North West
2013,City of Tshwane,TSH,AUDA,Total By Customer Group,7111429701,North West
2013,Matzikama,WC011,AUDA,Total By Income Source,39867467,Gauteng
2013,Matzikama,WC011,AUDA,Total By Customer Group,39867467,Gauteng
2013,Cederberg,WC012,AUDA,Total By Income Source,34030335,Western Cape
2013,Cederberg,WC012,AUDA,Total By Customer Group,34030335,Western Cape
2013,Bergrivier,WC013,AUDA,Total By Income Source,53602033,Western Cape
2013,Bergrivier,WC013,AUDA,Total By Customer Group,53602033,Western Cape
2013,Saldanha Bay,WC014,AUDA,Total By Income Source,188453476,Western Cape
2013,Saldanha Bay,WC014,AUDA,Total By Customer Group,188453476,Western Cape
2013,Swartland,WC015,AUDA,Total By Income Source,52790257,Western Cape
2013,Swartland,WC015,AUDA,Total By Customer Group,52790257,Western Cape
2013,Witzenberg,WC022,AUDA,Total By Income Source,109889091,Western Cape
2013,Witzenberg,WC022,AUDA,Total By Customer Group,109889089,Western Cape
2013,Drakenstein,WC023,AUDA,Total By Income Source,218174900,Western Cape
2013,Drakenstein,WC023,AUDA,Total By Customer Group,0,Western Cape
2013,Stellenbosch,WC024,AUDA,Total By Income Source,126847674,Western Cape
2013,Stellenbosch,WC024,AUDA,Total By Customer Group,126847674,Western Cape
2013,Breede Valley,WC025,AUDA,Total By Income Source,73569376,Western Cape
2013,Breede Valley,WC025,AUDA,Total By Customer Group,73569376,Western Cape
2013,Langeberg,WC026,AUDA,Total By Income Source,43727598,Western Cape
2013,Langeberg,WC026,AUDA,Total By Customer Group,43727598,Western Cape
2013,Theewaterskloof,WC031,AUDA,Total By Income Source,141430037,Western Cape
2013,Theewaterskloof,WC031,AUDA,Total By Customer Group,141430037,Western Cape
2013,Overstrand,WC032,AUDA,Total By Income Source,65995828,Western Cape
2013,Overstrand,WC032,AUDA,Total By Customer Group,65995830,Western Cape
2013,Cape Agulhas,WC033,AUDA,Total By Income Source,22834022,Western Cape
2013,Cape Agulhas,WC033,AUDA,Total By Customer Group,22834020,Western Cape
2013,Swellendam,WC034,AUDA,Total By Income Source,38825266,Western Cape
2013,Swellendam,WC034,AUDA,Total By Customer Group,38825266,Western Cape
2013,Kannaland,WC041,AUDA,Total By Income Source,46062816,Western Cape
2013,Kannaland,WC041,AUDA,Total By Customer Group,46062815,Western Cape
2013,Hessequa,WC042,AUDA,Total By Income Source,40353213,Western Cape
2013,Hessequa,WC042,AUDA,Total By Customer Group,40353213,Western Cape
2013,Mossel Bay,WC043,AUDA,Total By Income Source,56691716,Western Cape
2013,Mossel Bay,WC043,AUDA,Total By Customer Group,56691714,Western Cape
2013,George,WC044,AUDA,Total By Income Source,73179518,Western Cape
2013,George,WC044,AUDA,Total By Customer Group,73179517,Western Cape
2013,Oudtshoorn,WC045,AUDA,Total By Income Source,101968481,Western Cape
2013,Oudtshoorn,WC045,AUDA,Total By Customer Group,101968481,Western Cape
2013,Bitou,WC047,AUDA,Total By Income Source,81007914,Western Cape
2013,Bitou,WC047,AUDA,Total By Customer Group,81007915,Western Cape
2013,Knysna,WC048,AUDA,Total By Income Source,108248474,Western Cape
2013,Knysna,WC048,AUDA,Total By Customer Group,108248474,Western Cape
2013,Laingsburg,WC051,AUDA,Total By Income Source,5130608,Western Cape
2013,Laingsburg,WC051,AUDA,Total By Customer Group,5130607,Western Cape
2013,Prince Albert,WC052,AUDA,Total By Income Source,0,Western Cape
2013,Prince Albert,WC052,AUDA,Total By Customer Group,0,Western Cape
2013,Beaufort West,WC053,AUDA,Total By Income Source,22974576,Western Cape
2013,Beaufort West,WC053,AUDA,Total By Customer Group,22974576,Western Cape
2014,Buffalo City,BUF,AUDA,Total By Income Source,1190866769,Western Cape
2014,Buffalo City,BUF,AUDA,Total By Customer Group,1190866769,Western Cape
2014,City of Cape Town,CPT,AUDA,Total By Income Source,6135323585,Eastern Cape
2014,City of Cape Town,CPT,AUDA,Total By Customer Group,6135323583,Eastern Cape
2014,West Coast,DC1,AUDA,Total By Income Source,7797747,Western Cape
2014,West Coast,DC1,AUDA,Total By Customer Group,7797747,Western Cape
2014,Cacadu,DC10,AUDA,Total By Income Source,482897,Western Cape
2014,Cacadu,DC10,AUDA,Total By Customer Group,482897,Western Cape
2014,Amathole,DC12,AUDA,Total By Income Source,467244350,Eastern Cape
2014,Amathole,DC12,AUDA,Total By Customer Group,467244350,Eastern Cape
2014,Chris Hani,DC13,AUDA,Total By Income Source,50331801,Eastern Cape
2014,Chris Hani,DC13,AUDA,Total By Customer Group,50331801,Eastern Cape
2014,Joe Gqabi,DC14,AUDA,Total By Income Source,92426311,Eastern Cape
2014,Joe Gqabi,DC14,AUDA,Total By Customer Group,92426312,Eastern Cape
2014,Xhariep,DC16,AUDA,Total By Income Source,1448745,Eastern Cape
2014,Xhariep,DC16,AUDA,Total By Customer Group,1448745,Eastern Cape
2014,Lejweleputswa,DC18,AUDA,Total By Income Source,10310090,Free State
2014,Lejweleputswa,DC18,AUDA,Total By Customer Group,10310090,Free State
2014,Cape Winelands,DC2,AUDA,Total By Income Source,158321,Free State
2014,Cape Winelands,DC2,AUDA,Total By Customer Group,158321,Free State
2014,Fezile Dabi,DC20,AUDA,Total By Income Source,629156,Western Cape
2014,Fezile Dabi,DC20,AUDA,Total By Customer Group,629156,Western Cape
2014,Ugu,DC21,AUDA,Total By Income Source,132764963,Free State
2014,Ugu,DC21,AUDA,Total By Customer Group,132764963,Free State
2014,Umgungundlovu,DC22,AUDA,Total By Income Source,343762934,KwaZulu-Natal
2014,Umgungundlovu,DC22,AUDA,Total By Customer Group,343762934,KwaZulu-Natal
2014,Uthukela,DC23,AUDA,Total By Income Source,567238844,KwaZulu-Natal
2014,Uthukela,DC23,AUDA,Total By Customer Group,567238844,KwaZulu-Natal
2014,Umzinyathi,DC24,AUDA,Total By Income Source,201241357,KwaZulu-Natal
2014,Umzinyathi,DC24,AUDA,Total By Customer Group,201241357,KwaZulu-Natal
2014,Amajuba,DC25,AUDA,Total By Income Source,6227728,KwaZulu-Natal
2014,Amajuba,DC25,AUDA,Total By Customer Group,6227728,KwaZulu-Natal
2014,Zululand,DC26,AUDA,Total By Income Source,67836712,KwaZulu-Natal
2014,Zululand,DC26,AUDA,Total By Customer Group,67836712,KwaZulu-Natal
2014,Umkhanyakude,DC27,AUDA,Total By Income Source,7714993,KwaZulu-Natal
2014,Umkhanyakude,DC27,AUDA,Total By Customer Group,7714993,KwaZulu-Natal
2014,Uthungulu,DC28,AUDA,Total By Income Source,54694318,KwaZulu-Natal
2014,Uthungulu,DC28,AUDA,Total By Customer Group,54694318,KwaZulu-Natal
2014,iLembe,DC29,AUDA,Total By Income Source,166710220,KwaZulu-Natal
2014,iLembe,DC29,AUDA,Total By Customer Group,166710220,KwaZulu-Natal
2014,Overberg,DC3,AUDA,Total By Income Source,1842004,KwaZulu-Natal
2014,Overberg,DC3,AUDA,Total By Customer Group,1842004,KwaZulu-Natal
2014,Gert Sibande,DC30,AUDA,Total By Income Source,18102286,Western Cape
2014,Gert Sibande,DC30,AUDA,Total By Customer Group,18102286,Western Cape
2014,Nkangala,DC31,AUDA,Total By Income Source,23596965,Mpumalanga
2014,Nkangala,DC31,AUDA,Total By Customer Group,23596965,Mpumalanga
2014,Ehlanzeni,DC32,AUDA,Total By Income Source,2792000,Mpumalanga
2014,Ehlanzeni,DC32,AUDA,Total By Customer Group,2792000,Mpumalanga
2014,Mopani,DC33,AUDA,Total By Income Source,532864554,Mpumalanga
2014,Mopani,DC33,AUDA,Total By Customer Group,532864554,Mpumalanga
2014,Vhembe,DC34,AUDA,Total By Income Source,238111461,Limpopo
2014,Vhembe,DC34,AUDA,Total By Customer Group,238111461,Limpopo
2014,Capricorn,DC35,AUDA,Total By Income Source,45394678,Limpopo
2014,Capricorn,DC35,AUDA,Total By Customer Group,45394678,Limpopo
2014,Waterberg,DC36,AUDA,Total By Income Source,7371,Limpopo
2014,Waterberg,DC36,AUDA,Total By Customer Group,7371,Limpopo
2014,Bojanala,DC37,AUDA,Total By Income Source,6887645,Limpopo
2014,Bojanala,DC37,AUDA,Total By Customer Group,6887645,Limpopo
2014,Ngaka Modiri Molema,DC38,AUDA,Total By Income Source,12333007,North West
2014,Ngaka Modiri Molema,DC38,AUDA,Total By Customer Group,3639894,North West
2014,Dr Ruth Segomotsi Mompati,DC39,AUDA,Total By Income Source,6343124,North West
2014,Dr Ruth Segomotsi Mompati,DC39,AUDA,Total By Customer Group,6343124,North West
2014,Eden,DC4,AUDA,Total By Income Source,14440465,North West
2014,Eden,DC4,AUDA,Total By Customer Group,14440465,North West
2014,Dr Kenneth Kaunda,DC40,AUDA,Total By Income Source,2550868,Western Cape
2014,Dr Kenneth Kaunda,DC40,AUDA,Total By Customer Group,2550868,Western Cape
2014,Sedibeng,DC42,AUDA,Total By Income Source,8178596,North West
2014,Sedibeng,DC42,AUDA,Total By Customer Group,8178596,North West
2014,Harry Gwala,DC43,AUDA,Total By Income Source,102903178,Gauteng
2014,Harry Gwala,DC43,AUDA,Total By Customer Group,102903178,Gauteng
2014,Alfred Nzo,DC44,AUDA,Total By Income Source,71259189,KwaZulu-Natal
2014,Alfred Nzo,DC44,AUDA,Total By Customer Group,71259189,KwaZulu-Natal
2014,Sekhukhune,DC47,AUDA,Total By Income Source,442088041,Eastern Cape
2014,Sekhukhune,DC47,AUDA,Total By Customer Group,442088041,Eastern Cape
2014,West Rand,DC48,AUDA,Total By Income Source,7531,Limpopo
2014,West Rand,DC48,AUDA,Total By Customer Group,7531,Limpopo
2014,Central Karoo,DC5,AUDA,Total By Income Source,560552,Gauteng
2014,Central Karoo,DC5,AUDA,Total By Customer Group,560552,Gauteng
2014,Namakwa,DC6,AUDA,Total By Income Source,795516,Western Cape
2014,Namakwa,DC6,AUDA,Total By Customer Group,795516,Western Cape
2014,Pixley ka Seme,DC7,AUDA,Total By Income Source,1127592,Northern Cape
2014,Pixley ka Seme,DC7,AUDA,Total By Customer Group,1127592,Northern Cape
2014,Z F Mgcawu,DC8,AUDA,Total By Income Source,158771,Northern Cape
2014,Z F Mgcawu,DC8,AUDA,Total By Customer Group,158771,Northern Cape
2014,Frances Baard,DC9,AUDA,Total By Income Source,2667646,Northern Cape
2014,Frances Baard,DC9,AUDA,Total By Customer Group,2667646,Northern Cape
2014,Dr Beyers Naude,EC101,AUDA,Total By Income Source,62030488,Northern Cape
2014,Dr Beyers Naude,EC101,AUDA,Total By Customer Group,62030488,Northern Cape
2014,Blue Crane Route,EC102,AUDA,Total By Income Source,47080234,Eastern Cape
2014,Blue Crane Route,EC102,AUDA,Total By Customer Group,47080234,Eastern Cape
2014,Ikwezi,EC103,AUDA,Total By Income Source,26642325,Eastern Cape
2014,Ikwezi,EC103,AUDA,Total By Customer Group,26642325,Eastern Cape
2014,Makana,EC104,AUDA,Total By Income Source,128393173,Eastern Cape
2014,Makana,EC104,AUDA,Total By Customer Group,128393173,Eastern Cape
2014,Ndlambe,EC105,AUDA,Total By Income Source,140523573,Eastern Cape
2014,Ndlambe,EC105,AUDA,Total By Customer Group,140523573,Eastern Cape
2014,Sundays River Valley,EC106,AUDA,Total By Income Source,9955781,Eastern Cape
2014,Sundays River Valley,EC106,AUDA,Total By Customer Group,9955781,Eastern Cape
2014,Baviaans,EC107,AUDA,Total By Income Source,5427077,Eastern Cape
2014,Baviaans,EC107,AUDA,Total By Customer Group,5427077,Eastern Cape
2014,Kouga,EC108,AUDA,Total By Income Source,140773273,Eastern Cape
2014,Kouga,EC108,AUDA,Total By Customer Group,140773273,Eastern Cape
2014,Kou-Kamma,EC109,AUDA,Total By Income Source,48221901,Eastern Cape
2014,Kou-Kamma,EC109,AUDA,Total By Customer Group,48221901,Eastern Cape
2014,Mbhashe,EC121,AUDA,Total By Income Source,21396824,Eastern Cape
2014,Mbhashe,EC121,AUDA,Total By Customer Group,21396824,Eastern Cape
2014,Mnquma,EC122,AUDA,Total By Income Source,103120740,Eastern Cape
2014,Mnquma,EC122,AUDA,Total By Customer Group,103120740,Eastern Cape
2014,Great Kei,EC123,AUDA,Total By Income Source,54100715,Eastern Cape
2014,Great Kei,EC123,AUDA,Total By Customer Group,54100714,Eastern Cape
2014,Amahlathi,EC124,AUDA,Total By Income Source,54498318,Eastern Cape
2014,Amahlathi,EC124,AUDA,Total By Customer Group,54498318,Eastern Cape
2014,Ngqushwa,EC126,AUDA,Total By Income Source,2188758,Eastern Cape
2014,Ngqushwa,EC126,AUDA,Total By Customer Group,1130134,Eastern Cape
2014,Nkonkobe,EC127,AUDA,Total By Income Source,65174143,Eastern Cape
2014,Nkonkobe,EC127,AUDA,Total By Customer Group,65174144,Eastern Cape
2014,Nxuba,EC128,AUDA,Total By Income Source,11976120,Eastern Cape
2014,Nxuba,EC128,AUDA,Total By Customer Group,8946342,Eastern Cape
2014,Inxuba Yethemba,EC131,AUDA,Total By Income Source,10480043,Eastern Cape
2014,Inxuba Yethemba,EC131,AUDA,Total By Customer Group,10480043,Eastern Cape
2014,Tsolwana,EC132,AUDA,Total By Income Source,33533275,Eastern Cape
2014,Tsolwana,EC132,AUDA,Total By Customer Group,33533275,Eastern Cape
2014,Inkwanca,EC133,AUDA,Total By Income Source,56202834,Eastern Cape
2014,Inkwanca,EC133,AUDA,Total By Customer Group,56202834,Eastern Cape
2014,Lukanji,EC134,AUDA,Total By Income Source,559859544,Eastern Cape
2014,Lukanji,EC134,AUDA,Total By Customer Group,559859544,Eastern Cape
2014,Intsika Yethu,EC135,AUDA,Total By Income Source,12673142,Eastern Cape
2014,Intsika Yethu,EC135,AUDA,Total By Customer Group,12673142,Eastern Cape
2014,Emalahleni,EC136,AUDA,Total By Income Source,124652582,Eastern Cape
2014,Emalahleni,EC136,AUDA,Total By Customer Group,124652582,Eastern Cape
2014,Engcobo,EC137,AUDA,Total By Income Source,5684212,Eastern Cape
2014,Engcobo,EC137,AUDA,Total By Customer Group,5684212,Eastern Cape
2014,Sakhisizwe,EC138,AUDA,Total By Income Source,87671672,Eastern Cape
2014,Sakhisizwe,EC138,AUDA,Total By Customer Group,87671672,Eastern Cape
2014,Elundini,EC141,AUDA,Total By Income Source,30560482,Eastern Cape
2014,Elundini,EC141,AUDA,Total By Customer Group,30560482,Eastern Cape
2014,Senqu,EC142,AUDA,Total By Income Source,28370389,Eastern Cape
2014,Senqu,EC142,AUDA,Total By Customer Group,28370390,Eastern Cape
2014,Maletswai,EC143,AUDA,Total By Income Source,10893099,Eastern Cape
2014,Maletswai,EC143,AUDA,Total By Customer Group,10893098,Eastern Cape
2014,Gariep,EC144,AUDA,Total By Income Source,59372210,Eastern Cape
2014,Gariep,EC144,AUDA,Total By Customer Group,59372210,Eastern Cape
2014,Ngquza Hill,EC153,AUDA,Total By Income Source,39448737,Eastern Cape
2014,Ngquza Hill,EC153,AUDA,Total By Customer Group,39448737,Eastern Cape
2014,Port St Johns,EC154,AUDA,Total By Income Source,19605447,Eastern Cape
2014,Port St Johns,EC154,AUDA,Total By Customer Group,19605447,Eastern Cape
2014,Nyandeni,EC155,AUDA,Total By Income Source,13329339,Eastern Cape
2014,Nyandeni,EC155,AUDA,Total By Customer Group,13329339,Eastern Cape
2014,Mhlontlo,EC156,AUDA,Total By Income Source,29258178,Eastern Cape
2014,Mhlontlo,EC156,AUDA,Total By Customer Group,29258178,Eastern Cape
2014,King Sabata Dalindyebo,EC157,AUDA,Total By Income Source,43511152,Eastern Cape
2014,King Sabata Dalindyebo,EC157,AUDA,Total By Customer Group,43511152,Eastern Cape
2014,Matatiele,EC441,AUDA,Total By Income Source,49827737,Eastern Cape
2014,Matatiele,EC441,AUDA,Total By Customer Group,49827737,Eastern Cape
2014,Umzimvubu,EC442,AUDA,Total By Income Source,30982538,Eastern Cape
2014,Umzimvubu,EC442,AUDA,Total By Customer Group,30982538,Eastern Cape
2014,Mbizana,EC443,AUDA,Total By Income Source,20151028,Eastern Cape
2014,Mbizana,EC443,AUDA,Total By Customer Group,20151028,Eastern Cape
2014,Ntabankulu,EC444,AUDA,Total By Income Source,8620940,Eastern Cape
2014,Ntabankulu,EC444,AUDA,Total By Customer Group,10019893,Eastern Cape
2014,Ekurhuleni,EKU,AUDA,Total By Income Source,12831563787,Eastern Cape
2014,Ekurhuleni,EKU,AUDA,Total By Customer Group,12831563789,Eastern Cape
2014,eThekwini,ETH,AUDA,Total By Income Source,10789655647,Eastern Cape
2014,eThekwini,ETH,AUDA,Total By Customer Group,10789655647,Eastern Cape
2014,Letsemeng,FS161,AUDA,Total By Income Source,12568186,Gauteng
2014,Letsemeng,FS161,AUDA,Total By Customer Group,12568186,Gauteng
2014,Kopanong,FS162,AUDA,Total By Income Source,16448920,KwaZulu-Natal
2014,Kopanong,FS162,AUDA,Total By Customer Group,16448920,KwaZulu-Natal
2014,Mohokare,FS163,AUDA,Total By Income Source,88637520,Free State
2014,Mohokare,FS163,AUDA,Total By Customer Group,88637520,Free State
2014,Naledi,FS164,AUDA,Total By Income Source,2356746,Free State
2014,Naledi,FS164,AUDA,Total By Customer Group,2356746,Free State
2014,Masilonyana,FS181,AUDA,Total By Income Source,325994039,Free State
2014,Masilonyana,FS181,AUDA,Total By Customer Group,325994039,Free State
2014,Tokologo,FS182,AUDA,Total By Income Source,63485982,Free State
2014,Tokologo,FS182,AUDA,Total By Customer Group,63485982,Free State
2014,Tswelopele,FS183,AUDA,Total By Income Source,43021422,Free State
2014,Tswelopele,FS183,AUDA,Total By Customer Group,43021422,Free State
2014,Matjhabeng,FS184,AUDA,Total By Income Source,588676092,Free State
2014,Matjhabeng,FS184,AUDA,Total By Customer Group,588676092,Free State
2014,Nala,FS185,AUDA,Total By Income Source,287299561,Free State
2014,Nala,FS185,AUDA,Total By Customer Group,287299561,Free State
2014,Dihlabeng,FS192,AUDA,Total By Income Source,65905302,Free State
2014,Dihlabeng,FS192,AUDA,Total By Customer Group,65905305,Free State
2014,Nketoana,FS193,AUDA,Total By Income Source,239109887,Free State
2014,Nketoana,FS193,AUDA,Total By Customer Group,239109887,Free State
2014,Maluti a Phofung,FS194,AUDA,Total By Income Source,201235900,Free State
2014,Maluti a Phofung,FS194,AUDA,Total By Customer Group,201235900,Free State
2014,Phumelela,FS195,AUDA,Total By Income Source,8122138,Free State
2014,Phumelela,FS195,AUDA,Total By Customer Group,8122137,Free State
2014,Mantsopa,FS196,AUDA,Total By Income Source,248640751,Free State
2014,Mantsopa,FS196,AUDA,Total By Customer Group,248640751,Free State
2014,Ngwathe,FS203,AUDA,Total By Income Source,601975055,Free State
2014,Ngwathe,FS203,AUDA,Total By Customer Group,601975055,Free State
2014,Metsimaholo,FS204,AUDA,Total By Income Source,549914249,Free State
2014,Metsimaholo,FS204,AUDA,Total By Customer Group,549914249,Free State
2014,Mafube,FS205,AUDA,Total By Income Source,35926954,Free State
2014,Mafube,FS205,AUDA,Total By Customer Group,35926954,Free State
2014,Emfuleni,GT421,AUDA,Total By Income Source,3544662178,Free State
2014,Emfuleni,GT421,AUDA,Total By Customer Group,3544662178,Free State
2014,Lesedi,GT423,AUDA,Total By Income Source,347635958,Free State
2014,Lesedi,GT423,AUDA,Total By Customer Group,347635958,Free State
2014,Mogale City,GT481,AUDA,Total By Income Source,934982415,Gauteng
2014,Mogale City,GT481,AUDA,Total By Customer Group,934982415,Gauteng
2014,Randfontein,GT482,AUDA,Total By Income Source,40067231,Gauteng
2014,Randfontein,GT482,AUDA,Total By Customer Group,40067231,Gauteng
2014,City of Johannesburg,JHB,AUDA,Total By Income Source,20369146000,Gauteng
2014,City of Johannesburg,JHB,AUDA,Total By Customer Group,20369146000,Gauteng
2014,Vulamehlo,KZN211,AUDA,Total By Income Source,3423578,Gauteng
2014,Vulamehlo,KZN211,AUDA,Total By Customer Group,3423578,Gauteng
2014,Umdoni,KZN212,AUDA,Total By Income Source,45038215,Gauteng
2014,Umdoni,KZN212,AUDA,Total By Customer Group,45038215,Gauteng
2014,Umzumbe,KZN213,AUDA,Total By Income Source,4297164,KwaZulu-Natal
2014,Umzumbe,KZN213,AUDA,Total By Customer Group,4297164,KwaZulu-Natal
2014,uMuziwabantu,KZN214,AUDA,Total By Income Source,9712625,KwaZulu-Natal
2014,uMuziwabantu,KZN214,AUDA,Total By Customer Group,9712625,KwaZulu-Natal
2014,Ezingoleni,KZN215,AUDA,Total By Income Source,2090041,KwaZulu-Natal
2014,Ezingoleni,KZN215,AUDA,Total By Customer Group,2090041,KwaZulu-Natal
2014,Ray Nkonyeni,KZN216,AUDA,Total By Income Source,146694496,KwaZulu-Natal
2014,Ray Nkonyeni,KZN216,AUDA,Total By Customer Group,146694496,KwaZulu-Natal
2014,uMshwathi,KZN221,AUDA,Total By Income Source,72891950,KwaZulu-Natal
2014,uMshwathi,KZN221,AUDA,Total By Customer Group,72891950,KwaZulu-Natal
2014,uMngeni,KZN222,AUDA,Total By Income Source,64853622,KwaZulu-Natal
2014,uMngeni,KZN222,AUDA,Total By Customer Group,64853623,KwaZulu-Natal
2014,Mpofana,KZN223,AUDA,Total By Income Source,62975566,KwaZulu-Natal
2014,Mpofana,KZN223,AUDA,Total By Customer Group,62975566,KwaZulu-Natal
2014,Impendle,KZN224,AUDA,Total By Income Source,1438306,KwaZulu-Natal
2014,Impendle,KZN224,AUDA,Total By Customer Group,1438306,KwaZulu-Natal
2014,Mkhambathini,KZN226,AUDA,Total By Income Source,5931645,KwaZulu-Natal
2014,Mkhambathini,KZN226,AUDA,Total By Customer Group,5931645,KwaZulu-Natal
2014,Richmond,KZN227,AUDA,Total By Income Source,8255086,KwaZulu-Natal
2014,Richmond,KZN227,AUDA,Total By Customer Group,8255086,KwaZulu-Natal
2014,Emnambithi/Ladysmith,KZN232,AUDA,Total By Income Source,132760899,KwaZulu-Natal
